[417, 418.5654112000484]
[418, 419.56731449998915]
[419, 420.59498779987916]
[420, 421.58290249994025]
[421, 422.57074910006486]
[422, 423.5730924999807]
[423, 424.56551169999875]
[424, 425.58251750003546]
[425, 426.60070340009406]
[426, 427.548280299874]
[427, 428.5741632001009]
[428, 429.548944799928]
[429, 430.5248348999303]
[430, 431.4898816999048]
[431, 432.61186870001256]
[432, 433.5762948000338]
[433, 434.5988014000468]
[434, 435.63220459991135]
[435, 436.49420080007985]
[436, 437.6097689999733]
[437, 438.6486148999538]
[438, 439.4764992999844]
[439, 440.56033169990405]
[440, 441.58214630000293]
[441, 442.53156549995765]
[442, 443.5713176999707]
[443, 444.5218076000456]
[444, 445.56442559999414]
[445, 446.59880100004375]
[446, 447.6380461999215]
[447, 448.57492309994996]
[448, 449.5905627000611]
[449, 450.61592889996246]
[450, 451.5500544998795]
[451, 452.5599674000405]
[452, 453.59953840007074]
[453, 454.6428980999626]
[454, 455.61421929998323]
[455, 456.64460669993423]
[456, 457.58383959997445]
[457, 458.6085347000044]
[458, 459.63927889987826]
[459, 460.58901180000976]
[460, 461.6209903000854]
[461, 462.53805199987255]
[462, 463.55813700007275]
[463, 464.58223529998213]
[464, 465.616687099915]
[465, 466.5659338000696]
[466, 467.5943571999669]
[467, 468.6103968000971]
[468, 469.6358399000019]
[469, 470.55315129994415]
[470, 471.57075729989447]
[471, 472.5980074000545]
[472, 473.620825599879]
[473, 474.5498319999315]
[474, 475.5767341000028]
[475, 476.607712399913]
[476, 477.6364207000006]
[477, 478.5549143999815]
[478, 479.5828940998763]
[479, 480.6031571000349]
[480, 481.621548099909]
[481, 482.57585739996284]
[482, 483.59996109991334]
[483, 484.61555089987814]
[484, 485.6497357999906]
[485, 486.5771828999277]
[486, 487.6077858998906]
[487, 488.65551539999433]
[488, 489.5911292999517]
[489, 490.6223943999503]
[490, 491.5560441999696]
[491, 492.58162029995583]
[492, 493.6020847999025]
[493, 494.6189500000328]
[494, 495.56022719992325]
[495, 496.58389810007066]
[496, 497.59976699994877]
[497, 498.62684429995716]
[498, 499.5639245000202]
[499, 500.62226309999824]
[500, 501.5607884998899]
[501, 502.61973839998245]
[502, 503.5714461999014]
[503, 504.5888356999494]
[504, 505.6238188999705]
[505, 506.55733569990844]
[506, 507.5939152999781]
[507, 508.6264676998835]
[508, 509.5876418000553]
[509, 510.6165930998977]
[510, 511.54970579990186]
[511, 512.5989848000463]
[512, 513.6358417000156]
[513, 514.5816377000883]
[514, 515.6217044000514]
[515, 516.5571492998861]
[516, 517.5915582999587]
[517, 518.6167764000129]
[518, 519.5567683000118]
[519, 520.5944942999631]
[520, 521.6235694000497]
[521, 522.5852628001012]
[522, 523.6112146000378]
[523, 524.6416994000319]
[524, 525.5834182999097]
[525, 526.624048900092]
[526, 527.5591448000632]
[527, 528.6056989999488]
[528, 529.6415679999627]
[529, 530.5865704000462]
[530, 531.6273262000177]
[531, 532.5775878999848]
[532, 533.6142442000564]
[533, 534.6384948000778]
[534, 535.5669573000632]
[535, 536.599726599874]
[536, 537.6272034998983]
[537, 538.5666294000112]
[538, 539.5858591001015]
[539, 540.6162274000235]
[540, 541.5587073999923]
[541, 542.5897158998996]
[542, 543.6334051000886]
[543, 544.5673414000776]
[544, 545.6030323000159]
[545, 546.6371494999621]
[546, 547.5789886000566]
[547, 548.6156923000235]
[548, 549.5894406000152]
[549, 550.6498632000294]
[550, 551.5971896999981]
[551, 552.6349375999998]
[552, 553.5850700999144]
[553, 554.6415005999152]
[554, 555.5845250999555]
[555, 556.61653749994]
[556, 557.5711058999877]
[557, 558.6052333000116]
[558, 559.6282180999406]
[559, 560.5725434999913]
[560, 561.609325800091]
[561, 562.6328934000339]
[562, 563.5684539999347]
[563, 564.6003048999701]
[564, 565.6490023999941]
[565, 566.5896701000165]
[566, 567.6155705999117]
[567, 568.620726400055]
[568, 569.5346458998974]
[569, 570.501995800063]
[570, 571.5868802999612]
[571, 572.5714511000551]
[572, 573.6196681000292]
[573, 574.5032550999895]
[574, 575.6014099000022]
[575, 576.5842385001015]
[576, 577.5928086000495]
[577, 578.6232934000436]
[578, 579.5702394999098]
[579, 580.5423707999289]
[580, 581.5695028998889]
[581, 582.5997917999048]
[582, 583.4600249999203]
[583, 584.5793854999356]
[584, 585.6052866999526]
[585, 586.5314682000317]
[586, 587.5503869000822]
[587, 588.5997130000032]
[588, 589.6528519999702]
[589, 590.6038712000009]
[590, 591.5534892000724]
[591, 592.4739099999424]
[592, 593.5995602000039]
[593, 594.5924414999317]
[594, 595.6332791999448]
[595, 596.5397882999387]
[596, 597.5256570000201]
[597, 598.5671111999545]
[598, 599.603032700019]
[599, 600.6329065999016]
[600, 601.5245240000077]
[601, 602.564242699882]
[602, 603.5999523999635]
[603, 604.6317469000351]
[604, 605.5782170998864]
[605, 606.6185790000018]
[606, 607.4593175000045]
[607, 608.5315324999392]
[608, 609.5521722999401]
[609, 610.5673513000365]
[610, 611.5843352999073]
[611, 612.6395032999571]
[612, 613.5758120999672]
[613, 614.6188197000884]
[614, 615.5861555000301]
[615, 616.6344212999102]
[616, 617.5910056000575]
[617, 618.6200723999646]
[618, 619.5968537000008]
[619, 620.6235223999247]
[620, 621.5651271999814]
[621, 622.5413665000815]
[622, 623.5301165001001]
[623, 624.5296799000353]
[624, 625.5404918999411]
[625, 626.5227115999442]
[626, 627.539977800101]
[627, 628.5742289000191]
[628, 629.565866000019]
[629, 630.5824585999362]
[630, 631.57170329988]
[631, 632.593487800099]
[632, 633.5865789998788]
[633, 634.569125100039]
[634, 635.5589228000026]
[635, 636.5676484000869]
[636, 637.5487557000015]
[637, 638.5922161000781]
[638, 639.5841943998821]
[639, 640.5520973000675]
[640, 641.5843819999136]
[641, 642.6079138000496]
[642, 643.5191373000853]
[643, 644.5342562999576]
[644, 645.5192444000859]
[645, 646.5172482999042]
[646, 647.6170634001028]
[647, 648.5090773999691]
[648, 649.5550023999531]
[649, 650.5783343000803]
[650, 651.6028762999922]
[651, 652.55976990005]
[652, 653.5533175000455]
[653, 654.5479292999953]
[654, 655.5550484000705]
[655, 656.8280452000909]
[656, 657.5746752000414]
[657, 658.5938379999716]
[658, 659.6194136999547]
[659, 660.6208403999917]
